Ray Count,Time(ms),Avg Checks,Avg Error
100,2.641800092533231,14.74,13.668517800968056
300,10.221099946647882,13.913333333333334,8.69618291089333
500,15.94209996983409,14.064,5.3598400112165745
1000,25.160199962556362,14.306,7.083270203739133
2000,53.815399995073676,14.137,7.704499563821671
