Ray Count,Time(ms),Avg Checks,Avg Error
100,11.809500167146325,42.31,4.1409104511511
300,13.398000039160252,29.013333333333332,0.000545438269640357
500,22.550599882379174,27.708,2.5554146302583676
1000,52.03590006567538,29.337,2.125484202546854
2000,111.86950001865625,28.506,2.3151135979762687
